month,count
1-Nov-12,1
1-Aug-13,1
1-Dec-13,1
1-Jan-14,1
1-Jul-14,1
1-Aug-14,2
1-Sep-14,1
1-Oct-14,1
1-Jan-15,1
1-Feb-15,2
1-Mar-15,1
1-Aug-15,1
1-Oct-15,1
1-Nov-15,3
1-Dec-15,1
1-Jan-16,1
1-May-16,1
1-Jun-16,1
