month,count
1-Jan-13,1
1-Nov-13,1
1-Mar-14,9
1-Apr-14,1
1-May-14,1
1-Jun-14,16
1-Jul-14,14
1-Sep-14,1
1-Oct-14,1
1-Nov-14,2
1-Dec-14,2
1-Feb-15,3
1-May-15,1
1-Jun-15,3
1-Oct-15,1
1-Nov-15,2
1-Dec-15,1
1-Jan-16,2
1-Apr-16,4
1-May-16,1
1-Jun-16,1
