month,count
1-Dec-12,2
1-Jan-13,3
1-Feb-13,1
1-Apr-13,1
1-May-13,1
1-Jul-13,1
1-Aug-13,2
1-Sep-13,1
1-Oct-13,2
1-Nov-13,2
1-Dec-13,2
1-Jan-14,1
1-Feb-14,1
1-Mar-14,5
1-Apr-14,4
1-May-14,2
1-Jun-14,5
1-Jul-14,9
1-Sep-14,3
1-Oct-14,1
1-Nov-14,2
1-Dec-14,6
1-Jan-15,1
1-Feb-15,3
1-Apr-15,1
1-May-15,1
1-Jun-15,1
1-Jul-15,2
1-Sep-15,1
1-Oct-15,4
1-Dec-15,2
1-Feb-16,1
1-Apr-16,3
1-May-16,4
1-Jul-16,3
1-Aug-16,1
