month,count
1-Dec-12,5
1-Feb-13,2
1-Apr-13,2
1-Jul-13,2
1-Aug-13,1
1-Sep-13,1
1-Dec-13,3
1-Jan-14,1
1-Feb-14,3
1-Mar-14,2
1-Apr-14,1
1-Jul-14,2
1-Aug-14,1
1-Sep-14,2
1-Oct-14,1
1-Nov-14,1
1-Dec-14,1
1-Jan-15,1
1-Feb-15,1
1-May-15,1
1-Jun-15,1
1-Sep-15,1
1-Nov-15,4
1-Jan-16,1
1-Mar-16,1
1-Jun-16,2
1-Aug-16,1
